Batch, World, Method, Experiment, #obstacles passed, #obstacles identified, #targets passed, #targets identified,73,70,52,59,16,17,18,19,20,21,target1,target2,target3
b12,w4,lookdown,s4,10,9,1,0,V,V,V,V,V,X,V,V,V,V,X,O,O
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Type,Sum(Obs_Passes),Sum(Obs_seen),Obs Ratio,GRADE,Sum(Target_Passed),Sum(Target_Passed),Target Ratio,,,,,,,,,,,,,
opt,130,125,0.9615384615,0.9423076923,8,13,0.9230769231,,,,,,,,,,,,,
APBITE 4.0-1.0,150,92,0.6133333333,0.7733333333,10,15,0.9333333333,,,,,,,,,,,,,
APBITE 1.0-1.0,140,83,0.5928571429,0.6535714286,11,14,0.7142857143,,,,,,,,,,,,,
APBITE 4.0-4.0,140,75,0.5357142857,0.7678571429,8,14,1,,,,,,,,,,,,,
APBITE 1.0-4.0,140,89,0.6357142857,0.6392857143,6,14,0.6428571429,,,,,,,,,,,,,
lookup,160,0,0,0.5,6,16,1,,,,,,,,,,,,,
lookdown,160,140,0.875,0.4375,16,16,0,,,,,,,,,,,,,
