Batch, World, Method, Experiment, #obstacles passed, #obstacles identified, #targets passed, #targets identified,73,70,52,59,16,17,18,19,20,21,target1,target2,target3
b20,w3,APBITE 4.0-1.0,s15,3,2,1,1,X,O,V,V,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 4.0-1.0,s5,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O
b20,w3,APBITE 4.0-1.0,s12,3,2,1,1,X,O,V,V,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 4.0-1.0,s13,3,1,1,0,X,O,X,V,O,O,O,O,O,O,X,O,O
b20,w3,APBITE 4.0-1.0,s4,3,2,1,1,X,O,V,V,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 4.0-1.0,s10,3,2,1,1,X,O,V,V,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 4.0-1.0,s9,3,1,1,1,X,O,V,X,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 4.0-1.0,s0,3,1,1,1,X,O,X,V,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 4.0-1.0,s14,3,2,1,1,X,O,V,V,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 4.0-1.0,s6,3,2,1,1,X,O,V,V,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 4.0-1.0,s7,3,2,1,1,X,O,V,V,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 1.0-1.0,s1,3,3,1,1,V,O,V,V,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 1.0-1.0,s14,3,3,1,1,V,O,V,V,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 1.0-1.0,s10,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O
b20,w3,APBITE 1.0-1.0,s5,3,2,1,1,V,O,X,V,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 1.0-1.0,s13,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O
b20,w3,APBITE 1.0-1.0,s9,3,3,1,1,V,O,V,V,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 1.0-1.0,s15,3,1,1,1,X,O,X,V,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 1.0-1.0,s11,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O
b20,w3,APBITE 1.0-1.0,s7,3,3,1,1,V,O,V,V,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 1.0-1.0,s4,3,3,1,1,V,O,V,V,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 1.0-1.0,s6,3,3,1,1,V,O,V,V,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 1.0-1.0,s12,3,3,1,1,V,O,V,V,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 1.0-1.0,s2,3,3,1,1,V,O,V,V,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 1.0-1.0,s0,3,2,1,0,V,O,V,X,O,O,O,O,O,O,X,O,O
b20,w3,APBITE 1.0-1.0,s3,3,3,1,1,V,O,V,V,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 1.0-1.0,s8,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O
b20,w3,APBITE 4.0-4.0,s11,3,2,1,0,X,O,V,V,O,O,O,O,O,O,X,O,O
b20,w3,APBITE 4.0-4.0,s12,3,2,1,1,V,O,V,X,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 4.0-4.0,s2,3,2,1,1,V,O,V,X,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 4.0-4.0,s4,3,1,1,1,V,O,X,X,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 4.0-4.0,s0,3,2,1,1,V,O,V,X,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 4.0-4.0,s7,3,2,1,1,V,O,V,X,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 4.0-4.0,s10,3,2,1,1,V,O,V,X,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 4.0-4.0,s9,3,2,1,1,V,O,V,X,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 4.0-4.0,s15,3,2,1,1,V,O,V,X,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 4.0-4.0,s14,3,3,1,1,V,O,V,V,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 4.0-4.0,s1,3,2,1,0,V,O,X,V,O,O,O,O,O,O,X,O,O
b20,w3,APBITE 4.0-4.0,s3,3,3,1,0,V,O,V,V,O,O,O,O,O,O,X,O,O
b20,w3,APBITE 4.0-4.0,s8,3,2,1,1,X,O,V,V,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 4.0-4.0,s13,3,2,1,1,V,O,V,X,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 4.0-4.0,s6,3,2,1,1,V,O,V,X,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 4.0-4.0,s5,3,3,1,1,V,O,V,V,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 1.0-4.0,s3,3,3,1,1,V,O,V,V,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 1.0-4.0,s2,3,3,1,1,V,O,V,V,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 1.0-4.0,s4,3,2,1,1,X,O,V,V,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 1.0-4.0,s5,3,2,1,1,X,O,V,V,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 1.0-4.0,s1,3,3,1,0,V,O,V,V,O,O,O,O,O,O,X,O,O
b20,w3,APBITE 1.0-4.0,s13,3,3,1,1,V,O,V,V,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 1.0-4.0,s11,3,3,1,1,V,O,V,V,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 1.0-4.0,s14,3,3,1,0,V,O,V,V,O,O,O,O,O,O,X,O,O
b20,w3,APBITE 1.0-4.0,s7,3,2,1,0,X,O,V,V,O,O,O,O,O,O,X,O,O
b20,w3,APBITE 1.0-4.0,s9,3,2,1,1,X,O,V,V,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 1.0-4.0,s0,3,2,1,0,X,O,V,V,O,O,O,O,O,O,X,O,O
b20,w3,APBITE 1.0-4.0,s6,3,2,1,1,X,O,V,V,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 1.0-4.0,s12,3,1,1,1,X,O,V,X,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 1.0-4.0,s15,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O
b20,w3,APBITE 1.0-4.0,s8,3,3,1,1,V,O,V,V,O,O,O,O,O,O,V,O,O
b20,w3,APBITE 1.0-4.0,s10,3,3,1,1,V,O,V,V,O,O,O,O,O,O,V,O,O
b20,w3,lookup,s3,3,0,1,1,X,O,X,X,O,O,O,O,O,O,V,O,O
b20,w3,lookup,s6,3,0,1,1,X,O,X,X,O,O,O,O,O,O,V,O,O
b20,w3,lookup,s5,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O
b20,w3,lookup,s14,3,0,1,1,X,O,X,X,O,O,O,O,O,O,V,O,O
b20,w3,lookup,s2,3,0,1,1,X,O,X,X,O,O,O,O,O,O,V,O,O
b20,w3,lookup,s10,3,0,1,1,X,O,X,X,O,O,O,O,O,O,V,O,O
b20,w3,lookup,s1,3,0,1,1,X,O,X,X,O,O,O,O,O,O,V,O,O
b20,w3,lookup,s15,3,0,1,1,X,O,X,X,O,O,O,O,O,O,V,O,O
b20,w3,lookup,s4,3,0,1,1,X,O,X,X,O,O,O,O,O,O,V,O,O
b20,w3,lookup,s8,3,0,1,1,X,O,X,X,O,O,O,O,O,O,V,O,O
b20,w3,lookup,s0,3,0,1,1,X,O,X,X,O,O,O,O,O,O,V,O,O
b20,w3,lookup,s7,3,0,1,1,X,O,X,X,O,O,O,O,O,O,V,O,O
b20,w3,lookup,s9,3,0,1,1,X,O,X,X,O,O,O,O,O,O,V,O,O
b20,w3,lookup,s11,3,0,1,1,X,O,X,X,O,O,O,O,O,O,V,O,O
b20,w3,lookup,s13,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O
b20,w3,lookup,s12,3,0,1,1,X,O,X,X,O,O,O,O,O,O,V,O,O
b20,w3,lookdown,s12,3,2,1,0,V,O,V,X,O,O,O,O,O,O,X,O,O
b20,w3,lookdown,s8,3,3,1,0,V,O,V,V,O,O,O,O,O,O,X,O,O
b20,w3,lookdown,s2,3,3,1,0,V,O,V,V,O,O,O,O,O,O,X,O,O
b20,w3,lookdown,s9,3,3,1,0,V,O,V,V,O,O,O,O,O,O,X,O,O
b20,w3,lookdown,s5,3,3,1,0,V,O,V,V,O,O,O,O,O,O,X,O,O
b20,w3,lookdown,s1,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O
b20,w3,lookdown,s7,3,2,1,0,X,O,V,V,O,O,O,O,O,O,X,O,O
b20,w3,lookdown,s14,3,3,1,0,V,O,V,V,O,O,O,O,O,O,X,O,O
b20,w3,lookdown,s6,3,3,1,0,V,O,V,V,O,O,O,O,O,O,X,O,O
b20,w3,lookdown,s15,3,2,1,0,V,O,V,X,O,O,O,O,O,O,X,O,O
b20,w3,lookdown,s13,3,3,1,0,V,O,V,V,O,O,O,O,O,O,X,O,O
b20,w3,lookdown,s3,3,3,1,0,V,O,V,V,O,O,O,O,O,O,X,O,O
b20,w3,lookdown,s11,3,3,1,0,V,O,V,V,O,O,O,O,O,O,X,O,O
b20,w3,lookdown,s10,3,3,1,0,V,O,V,V,O,O,O,O,O,O,X,O,O
b20,w3,lookdown,s0,3,3,1,0,V,O,V,V,O,O,O,O,O,O,X,O,O
b20,w3,lookdown,s4,3,3,1,0,V,O,V,V,O,O,O,O,O,O,X,O,O





Type,Sum(Obs_Passes),Sum(Obs_seen),Obs Ratio, ,Sum(Target_Passed),Sum(Target_seen),Target Ratio
opt,39.0,38.0,0.974358974359,,13.0,13.0,1.0
APBITE 4.0-1.0,42.0,23.0,0.547619047619,,14.0,13.0,0.928571428571
APBITE 1.0-1.0,36.0,32.0,0.888888888889,,12.0,11.0,0.916666666667
APBITE 4.0-4.0,48.0,34.0,0.708333333333,,16.0,13.0,0.8125
APBITE 1.0-4.0,45.0,37.0,0.822222222222,,15.0,11.0,0.733333333333
lookup,42.0,0.0,0.0,,14.0,14.0,1.0
lookdown,45.0,42.0,0.933333333333,,15.0,0.0,0.0
