 time, 0-real 1-robot,object type,agent to obs x(robot),agent to obs y(robot),agent to obs z(robot), distance(robot),distance(real), sus obs x(robot), sus obs y(robot),sus obs z(robot), obs x(real), obs y(real), obs z(real), robot x(real), robot y(real), robot z(real)
82.147000, 0, Obstacle 18 ,,,,,1.5,,,,2.0,0.0,0.0,0.5,0.0,0.04 
84.679000, 0, Obstacle 59 ,,,,,1.5,,,,2.33,0.0,0.0,0.83,0.0,0.04 
88.917000, 0, Obstacle 21 ,,,,,1.5,,,,2.88,0.0,0.0,1.38,0.0,0.04 
97.382000, 0, Obstacle 70 ,,,,,1.5,,,,3.98,0.0,0.0,2.48,0.01,0.04 
103.857000, 0, Obstacle 16 ,,,,,1.5,,,,4.82,-0.0,0.0,3.32,0.01,0.04 
116.927000, 0, Obstacle 20 ,,,,,1.5,,,,6.52,-0.0,0.0,5.02,0.01,0.04 
123.546000, 0, Obstacle 17 ,,,,,1.5,,,,7.38,-0.0,0.0,5.88,0.02,0.04 
127.407000, 0, Obstacle 19 ,,,,,1.5,,,,7.88,-0.0,0.0,6.38,0.02,0.04 
133.943000, 0, Obstacle 52 ,,,,,1.5,,,,8.73,0.0,0.0,7.23,0.02,0.04 
141.023000, 0, Obstacle 73 ,,,,,1.5,,,,9.65,0.0,0.0,8.15,0.03,0.04 
153.725000, 0, Target target1 ,,,,,2.2,,,,12.0,0.0,0.0,9.8,0.04,0.04 
160.701000, 1, Target Reached1,,,,1.39,1.3,,,,12.0,0.0,0.0,10.71,0.04,0.04 
