
*****,*****,*****,*****,******,*****,*****,*****
0,2017-05-21 14:44:05, 73,4.55,52,2.7,59,4.06,70,6.69,16,3.66,17,1.41,18,5.33,19,8.43,20,1.91,21,9.27,
*****,*****,*****,*****,******,*****,*****,*****
0,2017-05-21 14:44:20, 73,4.2,52,9.65,59,7.39,70,2.98,16,9.38,17,6.4,18,8.13,19,9.08,20,2.21,21,4.67,
*****,*****,*****,*****,******,*****,*****,*****
0,2017-05-21 14:45:29, 73,1.78,52,8.24,59,9.75,70,4.29,16,7.91,17,5.44,18,9.31,19,6.67,20,6.23,21,5.94,
*****,*****,*****,*****,******,*****,*****,*****
0,2017-05-21 14:47:07, 73,2.94,52,9.41,59,4.93,70,8.8,16,5.44,17,1.57,18,2.24,19,3.53,20,7.18,21,7.95,
*****,*****,*****,*****,******,*****,*****,*****
0,2017-05-21 14:49:13, 73,4.25,52,3.72,59,5.94,
*****,*****,*****,*****,******,*****,*****,*****
0,2017-05-21 14:49:20, 73,3.47,52,2.34,59,8.83,70,5.57,16,3.14,17,7.94,18,6.96,19,6.74,20,1.65,21,2.08,
*****,*****,*****,*****,******,*****,*****,*****
0,2017-05-21 14:54:23, 73,7.3,52,4.8,59,7.02,70,9.52,16,2.74,17,4.25,18,3.25,19,6.04,20,4.04,21,5.5,
*****,*****,*****,*****,******,*****,*****,*****
0,2017-05-21 14:54:37, 73,5.03,52,2.07,59,6.0,70,2.64,16,7.68,17,8.68,18,1.82,19,1.16,20,5.36,21,3.12,
*****,*****,*****,*****,******,*****,*****,*****
0,2017-05-21 14:57:49, 73,7.26,52,2.37,59,2.03,70,7.52,16,7.01,17,4.26,18,5.95,19,3.3,20,5.6,21,8.8,
*****,*****,*****,*****,******,*****,*****,*****
0,2017-05-21 14:58:28, 73,9.48,52,6.86,59,2.28,70,7.88,16,3.12,17,4.81,18,5.96,19,2.65,20,1.33,21,6.34,
